,Word,Definition
2959,singulus ,"['single,', 'separate,', 'one', 'at', 'a', 'time,', 'one', 'each']"
2960,sino ,"['allow,', 'suffer,', 'permit,', 'let']"
2961,siquidem ,"['since,', 'indeed']"
2962,sitio ,"['to', 'be', 'thirsty']"
2963,sitis ,"['thirst,', 'dryness,', 'drought,', 'eager', 'desire']"
2964,sive seu ,"['or', 'if']"
2965,socer ,"['father', 'in', 'law']"
2966,socius ,"['sharing,', 'associated,', 'allied']"
2967,socius ,"['partner,', 'comrade,', 'associate,', 'ally,', 'fellow']"
2968,sodalitas ,"['fellowship,', 'companionship,', 'secret', 'society']"
2969,sol solis ,['sun']
2970,soleo ,"['to', 'be', 'accustomed,', 'be', 'used', 'to']"
2971,solio ,"['?', 'Herimann,', 'cap', '28']"
2972,solitudo solitudinis ,"['loneliness,', 'solitude']"
2973,solium ,"['chair', 'of', 'state,', 'throne', '/', 'bath-tub']"
2974,sollers ,"['clever,', 'skillful']"
2975,sollicito ,"['to', 'stir', 'up,', 'incite,', 'arouse']"
2976,sollicitudo ,"['uneasiness,', 'anxiety,', 'disquiet,', 'apprehension']"
2977,sollicitudo ,"['concern,', 'anxiety,', 'solicitude,', 'worry']"
2978,sollicitus ,"['uneasy,', 'worried,', 'anxious,', 'restless,', 'agitated']"
2979,sollicitus ,"['troubled,', 'anxious,', 'concerned,', 'worried']"
2980,solum ,"['land,', 'country,', 'soil,', 'ground', '/', 'bottom,', 'floor,', 'foundation']"
2981,solum non solum ... sed etiam ,"['not', 'only', 'but', 'also']"
2982,solum ,"['(adv)', 'alone,', 'only']"
2983,solus ,"['alone,', 'only,', 'the', 'only']"
2984,solutio ,"['loosening', '/', 'payment', '/', 'solution', '/', 'explanation']"
2985,solvo ,"['to', 'loosen,', 'untie,', 'release,', 'free,', 'dissolve,', 'break', 'up']"
2986,somniculosus ,"['sleepy,', 'drowsy']"
2987,somniculouse ,"['sleepily,', 'drowsily']"
2988,somnio ,"['to', 'dream', '/', '(+', 'acc)', 'to', 'dream', 'of,', 'imagine', 'foolishly']"
2989,somnium ,"['dream,', 'fancy,', 'day-dream', '/', 'foolishness,', 'nonsense']"
2990,somnus ,['sleep']
2991,sonitus ,"['noise,', 'sound']"
2992,sono ,"['to', 'make', 'a', 'noise', '/', 'sing', '/', 'celebrate', '/', '(of', 'words)', 'to', 'mean']"
2993,sophismata ,"['false', 'conclusions,', 'logical', 'fallacies']"
2994,sopor ,"['deep', 'sleep']"
2995,sordeo ,"['to', 'be', 'dirty,', 'appear', 'vile']"
2996,sordes ,"['filth,', 'meanness,', 'stinginess']"
2997,sordesco ,"['to', 'become', 'dirty']"
2998,sortitus ,"['casting', 'lots,', 'deciding', 'by', 'lot']"
2999,spargo sparsi sparsum ,"['scatter,', 'strew,', 'spread']"
3000,speciosus ,"['beautiful,', 'handsome,', 'imposing', '/', 'specious', 'plausible']"
3001,spectaculum ,"['spectacle,', 'show']"
3002,specto ,"['to', 'look', 'at,', 'watch,', 'see']"
3003,speculum ,['mirror']
3004,specus ,"['cave,', 'cavern,', 'grotto,', 'den']"
3005,sperno sprevi spretum ,"['to', 'scorn,', 'despise,', 'spurn']"
3006,spero ,"['to', 'hope', 'for,', 'hope']"
3007,spes ,['hope']
3008,spiculum ,"['sharp', 'point,', 'sting,', 'spear,', 'dart']"
3009,spiritus ,"['breath,', 'breathing', '/', 'life', '/', 'spirit']"
3010,spoliatio ,"['plundering,', 'looting,', 'stripping,', 'robbing']"
3011,spolio ,"['to', 'strip,', 'plunder,', 'despoil,', 'rob,', 'loot']"
3012,spolium ,"['spoils,', 'plunder,', 'booty']"
3013,sponte ,"['willingly,', 'of', ""one's"", 'own', 'accord,', 'unaided']"
3014,St. Richarius ,"['St', 'Riquier']"
3015,stabilis ,"['firm,', 'stable,', 'steadfast']"
3016,stabilitas ,"['firmness,', 'stability,', 'durability']"
3017,Stabulaus ,['Stavelot']
3018,statim ,"['firmly,', 'steadfastly,', 'on', 'the', 'spot,', 'at', 'once,', 'immediately']"
3019,statua ,['statue']
3020,statuo ,"['to', 'give', 'a', 'ruling,', 'make', 'an', 'arrangement,', 'decide']"
3021,statuo ,"['to', 'cause', 'to', 'stand,', 'establish,', 'place,', 'set', 'up']"
3022,stella ,['star']
3023,stillicidium ,"['dripping', 'moisture,', 'rainwater', 'from', 'the', 'eaves']"
3024,"stipes, itis ","['log,', 'tree-trunk,', 'branch,', 'post,', 'club,', 'blockhead']"
3025,stipes ,"['log,', 'stump,', 'tree', 'trunk,', 'branch,', 'post,', 'club']"
3026,"stips, stipis ","['small', 'coin,', 'gift']"
3027,"sto, steti, statum ","['to', 'stand,', 'stand', 'still,', 'stand', 'firm']"
3028,strenuus ,"['brisk,', 'active,', 'vigorous', '/', 'turbulent,', 'restive']"
3029,strues ,"['piles,', 'heaps,', 'masses']"
3030,studio ,"['(+', 'dat)', 'to', 'study,', 'pursue', 'eagerly,', 'be', 'eager', 'for']"
3031,studiose ,['eagerly']
3032,studium ,"['eagerness,', 'zeal']"
3033,stultus ,"['foolish', '/', 'a', 'fool']"
3034,suadeo ,"['to', 'recommend,', 'advise', '(a', 'person)']"
3035,suasoria ,"['persuasive', 'discourse']"
3036,sub ,"['(+', 'acc', 'or', 'dat)', 'under,', 'up', 'under,', 'close', 'to,', 'beneath,', 'below']"
3037,subito ,"['adv', 'suddenly,', 'unexpectedly']"
3038,subitus ,"['sudden,', 'unexpected']"
3039,subiungo ,"['to', 'yoke', 'beneath,', 'join,', 'attach,', 'subdue,', 'subjugate']"
3040,sublime ,"['on', 'high,', 'aloft']"
3041,subnecto ,"['to', 'bind', 'on', 'beneath,', 'to', 'tie']"
3042,subseco ,"['to', 'cut', 'away,', 'pare']"
3043,subsequor ,"['to', 'follow', 'after']"
3044,substantia ,"['substance,', 'essence,', 'means', 'of', 'subsistence,', 'property']"
3045,subvenio ,"['to', 'come', 'up', 'to', 'aid,', 'relieve']"
3046,subvenio ,"['to', 'come', 'to', 'the', 'aid,', 'succor,', 'relieve,', 'help,', 'assist']"
3047,succedo ,"['to', 'approach,', 'submit,', 'etc', 'etc']"
3048,succendo ,"['to', 'kindle,', 'set', 'afire', 'from', 'below']"
3049,successio ,"['succeeding,', 'succession,', 'descent,', 'descendant']"
3050,succurro ,"['to', 'run', 'up', 'under', '/', 'aid,', 'assist,', 'help']"
3051,sufficio ,"['to', 'be', 'sufficient,', 'suffice,', 'be', 'enough']"
3052,suffoco ,"['to', 'strangle,', 'choke,', 'suffocate']"
3053,suffragium ,"['vote,', 'franchise', '/', 'approval', 'support,', 'aid,', 'assistance']"
3054,suggero ,"['to', 'bring', 'up,', 'supply,', 'provide,', 'add,', 'attach', 'place', 'next']"
3055,sui ,"['himself,', 'herself,', 'itself']"
3056,sulum ,"['each,', 'every']"
3057,sum fui futurus ,"['to', 'be,', 'exist']"
3058,summa ,"['the', 'highest', 'part', '/', 'whole,', 'sum']"
3059,summisse ,"['humbly,', 'softly,', 'calmly,', 'modestly']"
3060,summissus (from summitto) ,"['let', 'down,', 'lowered,', 'gentle,', 'mild']"
3061,summopere ,"['very', 'much,', 'exceedingly']"
3062,sumo ,"['to', 'take,', 'choose,', 'obtain,', 'buy', '/', 'take', 'for', 'granted,', 'assume']"
3063,sumptus ,"['expense,', 'cost']"
3064,supellex supellectilis ,"['furniture,', 'apparatus,', 'gear']"
3065,super ,"['(prep)', '(+', 'abl)', 'over,', 'above', '/', 'concerning,', 'about,', 'besides']"
3066,super ,"['(adv)', 'over,', 'above,', 'besides,', 'beyond,', 'moreover,', 'remaining']"
3067,superbia ,"['pride,', 'arrogance']"
3068,superbus ,"['overbearing,', 'arrogant,', 'haughty,', 'proud']"
3069,superficies ,"['surface,', 'top']"
3070,superfluo ,"['flow', 'over,', 'overflow,', 'be', 'superfluous']"
3071,superna ,"['northeast', 'by', 'north', 'wind']"
3072,superne ,"['from', 'above,', 'above']"
3073,supernus ,"['above,', 'superior']"
3074,supero ,"['to', 'be', 'above,', 'have', 'the', 'upper', 'hand,', 'surpass,', 'conquer,', 'overcome']"
3075,supersum ,"['to', 'be', 'superfluous,', 'to', 'remain']"
3076,superus superior supremus or summus ,"['above,', 'upper,', 'high']"
3077,"supervacuus superfluous, unnecessary, extra ","['upervenio', ':', 'to', 'arrive,', 'come', 'up,', 'arrive', 'unexpectedly']"
3078,suppellex suppellectilus ,['ornaments']
3079,suppellex suppellectilus ,"['household', 'articles,', 'furniture,', 'goods']"
3080,supplanto ,"['to', 'trip', 'up']"
3081,supplex ,"['kneeling,', 'entreating,', 'suppliant']"
3082,supplicium ,['punishment']
3083,suppono subpono ,"['to', 'put', 'under,', 'subject', '/', 'put', 'next', 'to,', 'add']"
3084,suppono subpono ,"['to', 'put', 'in', 'place', 'of,', 'substitute,', 'forge']"
3085,supra ,"['(+', 'acc)', 'above']"
3086,surculus ,"['shoot,', 'sprout']"
3087,surgo surrexi surrectum ,"['to', 'get', 'up', 'arise']"
3088,"sursum upwards, sursum deorsum ","['up', 'and', 'down']"
3089,suscipio ,"['to', 'raise', 'up,', 'maintain,', 'support,', 'accept,', 'receive,', 'undertake']"
3090,suscito ,"['to', 'stir', 'up,', 'arouse,', 'excite']"
3091,suspendo suspendi suspensum ,"['to', 'suspend,', 'hang']"
3092,sustineo ,"['to', 'hold', 'up,', 'sustain,', 'endure']"
3093,suus sua suum ,"['(refl', 'poss', 'adj)', 'his,', 'her,', 'its,', 'their', 'own']"
3094,synagoga ,['synagogue']
3095,tabellae ,"['letter,', 'document']"
3096,tabernus ,"['booth,', 'hut,', 'cottage,', 'hove,', 'small', 'shop,', 'inn,', 'tavern']"
3097,tabesco ,"['to', 'melt,', 'waste', 'away,', 'pine,', 'be', 'spoiled']"
3098,tabgo tetigi tactum ,"['to', 'touch']"
3099,tabula ,"['board,', 'plank,', 'gaming', 'board,', 'painted', 'panel']"
3100,taceo tacuitacitum ,"['to', 'be', 'silent,', 'leave', 'unmentioned']"
3101,tactus ,"['sense', 'of', 'feeling,', 'touch']"
3102,"taedium, tedium ","['disgust,', 'weariness,', 'boredom']"
3103,"talio, -onis ",['retribution']
3104,talis ,"['of', 'such', 'a', 'kind,', 'such']"
3105,talus ,"['the', 'ankle,', 'ankle', 'bone,']"
3106,tam ... quam ,"['as', 'as', 'possible']"
3107,tam ,"['to', 'such', 'a', 'degree,', 'so,', 'so', 'far']"
3108,tamdiu ,"['for', 'such', 'a', 'long', 'time']"
3109,tamen ,"['notwithstanding,', 'nevertheless,', 'yet,', 'still,', 'for', 'all', 'that']"
3110,tametsi ,"['even', 'if,', 'although']"
3111,tamisium ,"['sieve,', 'sifter', '(Herimann,', 'p', '308)']"
3112,tamquam tanquam ,"['as,', 'just', 'as,', 'like', 'as,', 'just', 'as', 'if']"
3113,tandem ,"['adv', 'at', 'last,', 'finally']"
3114,tantillus ,"['so', 'little,', 'so', 'small']"
3115,tantum ,['only']
3116,tantummodo ,"['only', 'just,', 'just', 'so', 'long', 'as']"
3117,tantus ,"['so', 'large,', 'so', 'great,', 'of', 'such', 'a', 'size']"
3118,tardus ,"['slow,', 'late,', 'tardy']"
3119,Taruennam ,"['The', 'Rouanne']"
3120,te ,"['(abl)', 'you', '/', 'no', ""one's"", 'sweeter', 'than', 'YOU']"
3121,te ,"['(acc)', 'you', '/', 'I', 'got', 'YOU,', 'babe']"
3122,tego texi tectum ,"['to', 'cover,', 'bury,', 'conceal,', 'hide,', 'protect,', 'shield']"
3123,temeritas ,"['rashness,', 'temerity']"
3124,temperantia ,"['moderation,', 'self-control,', 'temperance']"
3125,tempero ,"['to', 'mix', 'properly,', 'temper,', 'regulate,', 'mitigate']"
3126,tempero ,"['be', 'moderate,', 'control', 'oneself']"
3127,tempero ,"['(+abl', 'or', 'with', 'ab)', 'to', 'keep', 'from,', 'refrain', 'from']"
3128,tempero ,"['(+', 'dat)', 'to', 'control,', 'use', 'with', 'moderation,', 'spare,']"
3129,tempestas ,"['storm,', 'weather']"
3130,Templovium ,"['Templeuve,', 'villa', 'near', 'Cisoing']"
3131,templum ,"['sacred', 'precinct,', 'temple,', 'sometimes', 'church']"
3132,temptatio ,"['trial,', 'temptation']"
3133,tempus temporis ,['time']
3134,tenax ,"['grasping,', 'stingy,', 'clinging,', 'frugal,', 'obstinate']"
3135,tendo ,"['to', 'direct,', 'try,', 'attempt,', 'stretch,', 'extend,', 'present,', 'give']"
3136,tendo ,"['to', 'direct', ""one's"", 'course,', 'tend,', 'make', 'or', 'head', 'for']"
3137,teneo ,"['to', 'keep', 'on,', 'persist,', 'persevere,', 'endure']"
3138,teneo ,"['to', 'hold,', 'keep,', 'possess,', 'maintain']"
3139,teneo ,"['to', 'grasp,', 'know,', 'understand']"
3140,tener tenera tenerum ,"['tender,', 'delicate,', 'soft,', 'young']"
3141,tenuis ,"['thin,', 'slight,', 'feeble,', 'slim,', 'slender']"
3142,tenus ,"['prep', 'With', 'abl', 'as', 'far', 'as,', 'up', 'to,', 'to,', 'down', 'to']"
3143,tenus ,"['(after', 'a', 'name', 'in', 'abl', 'or', 'gen)', 'up', 'to,', 'down', 'to', 'as', 'far', 'as']"
3144,tepesco ,"['to', 'cool,', 'grow', 'lukewarm,', 'decrease']"
3145,tepidus ,"['warm,', 'luke-warm,', 'tepid']"
3146,ter ,"['three', 'times,', 'thrice']"
3147,terebro ,"['to', 'bore', 'through,', 'perforate']"
3148,teres ,"['rounded,', 'polished,', 'smooth,', 'fine,', 'elegant']"
3149,terga dare ,"['to', 'flee,', 'retreat,', 'run', 'away']"
3150,tergeo tergo tersi tersum ,"['to', 'wipe,', 'scour,', 'clean']"
3151,tergiversatio ,"['backwardness,', 'reluctance,', 'evasion']"
3152,tergo (a tergo ) ,"['in', 'the', 'rear,', 'from', 'behind']"
3153,tergum ,"['skin,', 'hide']"
3154,tergum ,"['back,', 'rear']"
3155,tergus ,"['the', 'back', '/', 'skin,', 'hide,', 'leather']"
3156,termes ,"['a', 'tree', 'branch', '(especially', 'olive)']"
3157,terminatio ,"['termination,', 'determination,', 'setting', 'of', 'boundaries']"
3158,termino ,"['restrict,', 'define,', 'close,', 'set', 'a', 'limit', 'to']"
3159,terminus ,"['a', 'boundary', 'mark,', 'limit,', 'end,', 'border']"
3160,tero trivi tritum ,"['to', 'rub,', 'wear', 'out']"
3161,terra ,"['earth,', 'ground,', 'land,', 'country,', 'soil']"
3162,terreo ,"['to', 'frighten,', 'terrify,', 'scare', 'away,', 'deter']"
3163,territo ,"['to', 'scare,', 'frighten,', 'intimidate']"
3164,terror ,"['fright,', 'fear,', 'terror']"
3165,tersus ,"['clean,', 'neat,', 'correct']"
3166,tertius ,['third']
3167,testimonium ,"['proof,', 'evidence,', 'witness,', 'indication']"
3168,testis ,"['one', 'who', 'gives', 'evidence,', 'witness,', 'spectator', '/', 'testicle']"
3169,texo ,"['to', 'weave,', 'twine', 'together,', 'plait,', 'construct,', 'build']"
3170,texo ,"['the', 'main', 'verb', 'for', 'weaving', 'of', 'cloth']"
3171,textilis ,"['woven', 'fabric,', 'piece', 'of', 'cloth']"
3172,textor textrix ,['weaver']
3173,textus ,"['woven', 'cloth,', 'web']"
3174,thalassinus ,['sea-green']
3175,theatrum ,['theater']
3176,theca ,"['case,', 'envelope,', 'covering']"
3177,thema thematis ,['theme']
3178,thema ,"['subject,', 'topic,', 'theme']"
3179,theologus ,['theologian']
3180,thermae ,"['warm', 'springs,', 'warm', 'baths']"
3181,thesaurus ,"['treasure,', 'horde', '/', 'store-room,', 'treasury']"
3182,thesis ,"['proposition,', 'thesis']"
3183,thorax ,['breastplate']
3184,thymbra ,"['the', 'herb', 'savory']"
3185,thymum ,"['the', 'herb', 'thyme']"
3186,tibi: ,"['(dat)', 'you', '/', 'I', ""can't"", 'give', 'YOU', 'anything', 'but', 'love,', 'baby']"
3187,timeo ,"['to', 'fear,', 'be', 'afraid,', 'dread']"
3188,timidus ,"['fearful,', 'timid']"
3189,timor ,"['fear,', 'dread,', 'object', 'causing', 'fear']"
3190,titulus ,"['abel,', 'title,', 'placard']"
3191,tolero ,"['to', 'tolerate,', 'bear,', 'endure,', 'sustain']"
3192,tollo sustuli sublatum ,"['to', 'lift', 'up,', 'raise,', 'elevate,', 'carry', 'away']"
3193,tondeo totondi tonsum ,"['shave,', 'shear,', 'clip,', 'mow,', 'reap,', 'browse']"
3194,tonsor ,['barbar']
3195,Tornacense ,['Tournai']
3196,torqueo ,"['to', 'twist,', 'curl,', 'rack,', 'torture,', 'torment,', 'distort,', 'test']"
3197,torrens ,"['rushing,', 'seething,', 'burning,', 'parched', '/', 'a', 'torrent']"
3198,tot ,"['(indecl)', 'so', 'many']"
3199,totidem ,"['just', 'as', 'many']"
3200,"toties, toties ","['so', 'often,', 'so', 'many', 'times']"
3201,"toties, totiens ","['so', 'many', 'times,', 'so', 'often']"
3202,toties ,"['often,', 'so', 'many', 'times']"
3203,totus ,"['whole,', 'entire,', 'complete,', 'all']"
3204,tracto ,"['to', 'drag,', 'handle', '/', 'treat,', 'discuss,', 'deal', 'with']"
3205,trado tradidi traditum ,"['surrender', '/', 'hand', 'over', '/', 'transmit,', 'teach']"
3206,traho traxi tractum ,"['to', 'drag,', 'pull', '/', 'derive,', 'get']"
3207,Traiectensium ,['Utrecht']
3208,Traiectum ,['Maastricht']
3209,trans ,"['(+', 'acc)', 'across']"
3210,transeo ,"['to', 'go', 'over,', 'pass', 'over,', 'cross', 'over,', 'go', 'past']"
3211,transfero transtuli translatum ,"['carry', 'across,', 'transfer,', 'convey']"
3212,transmitto ,"['to', 'send,', 'carry,', 'or', 'convey', 'across']"
3213,tredecim ,"['(indecl)', 'thirteen']"
3214,Trellum ,"['Tre', 'Blon,', 'castle', 'in', 'Hannonia']"
3215,tremo ,"['to', 'tremble,', 'shake,', 'shudder']"
3216,trepide ,"['with', 'trepidation,', 'in', 'confusion,']"
3217,tres tria ,['three']
3218,Treverim ,['Triers']
3219,tribuo ,"['to', 'give', 'out,', 'divide,', 'allot,', 'assign,', 'grant,', 'give,', 'allow']"
3220,tricesimus ,['thirtieth']
3221,triduana ,"['lasting', 'three', 'days']"
3222,triduanus ,"['three', ""days'"", 'duration,', 'lasting', 'three', 'days']"
3223,triduum ,"['a', 'period', 'of', 'three', 'days']"
3224,triginta ,"['(inedl)', 'thirty']"
3225,tripudio ,"['to', 'leap,', 'jump,', 'dance', '(as', 'in', 'a', 'religious', 'procession)']"
3226,tristis ,"['sad,', 'gloomy,', 'downcast']"
3227,Trium Fontium ,"['Trois-Fontaines,', 'Marne,', 'Vitry-le-Francais']"
3228,triumphus ,"['triumphal', 'procession,', 'triumph']"
3229,trucido ,"['to', 'kill', 'cruelly,', 'slay,', 'butcher,', 'massacre,', 'slaughter']"
3230,truculenter ,"['(adv)', 'wildly,', 'savagely,', 'fiercely,', 'cruelly,', 'roughly']"
3231,tu ,"['you', '/', 'Old', 'Heidelberg,', 'you', 'are', 'the', 'finest']"
3232,tubineus ,"['cone', 'shaped']"
3233,tui ,"['your', 'yours', '/', 'I', 'read', 'YOUR', 'letter', 'that', 'said,', 'dear', 'John']"
3234,tum ,"['at', 'that', 'time,', 'then', '/', 'thereupon,', 'in', 'the', 'next', 'place']"
3235,tumultus ,"['uprising,', 'disturbance,', 'riot,', 'tumult']"
3236,tumulus ,"['mound,', 'grave,', 'heap', 'of', 'earth']"
3237,tunc ,"['then,', 'at', 'that', 'time']"
3238,Tungris ,['Tongres']
3239,turba ,"['uproar,', 'disturbance', '/', 'mob,', 'crowd,', 'multitude']"
3240,turbatio ,"['disturbance,', 'confusion']"
3241,turbatus ,"['angered,', 'exasperated', '/', 'disturbed,', 'restless,', 'troubled']"
3242,"turbo, onis ","['hurricane', 'tornado,', 'that', 'which', 'spins']"
3243,turbo ,"['to', 'disturb,', 'upset,', 'throw', 'into', 'disorder,', 'confuse,', 'unsettle']"
3244,turpe ,"['a', 'disgrace']"
3245,turpis ,"['foul,', 'ugly,', 'disgraceful,', 'morally', 'corrupt']"
3246,tutamen tutaminis ,"['defense,', 'protection']"
3247,tutis ,"['protected,', 'safe,', 'secure']"
3248,tyrannus ,"['tyrant,', 'absolute', 'ruler']"
3249,ubi ,"['when,', 'as', 'soon', 'as', '/', 'wherein,', 'whereby,', 'whereas']"
3250,ulciscor ,"['to', 'take', 'vengeance', 'for,', 'avenge', '/', 'take', 'vengeance', 'on']"
3251,ullus ,['any']
3252,ulterius ,"['farther,', 'more', 'advanced,', 'more', 'remote']"
3253,ultio ultionis ,"['avenging,', 'punishment,', 'revenge']"
3254,ultra (+ acc.) ,"['farther', '(than),', 'more', '(than)']"
3255,ultra ,"['(+', 'acc)', 'beyond,', 'on', 'the', 'far', 'side', 'of']"
3256,umbra ,"['shade,', 'shadow']"
3257,umerus humerus ,"['shoulder,', 'upper', 'arm']"
3258,umquam ,"['ever,', 'at', 'any', 'time']"
3259,una ,"['(adv)', 'in', 'one,', 'together']"
3260,unde ,"['whence,', 'from', 'where', '/', 'how,', 'from', 'whom']"
3261,undique ,"['from', 'all', 'sides,', 'everywhere,', 'on', 'all', 'sides,', 'altogether']"
3262,universe ,"['generally,', 'in', 'general']"
3263,universi ,"['all', 'together']"
3264,universitas ,"['the', 'whole,', 'total,', 'universe,', 'world', '/', 'university']"
3265,universum ,"['universe,', 'the', 'world']"
3266,universus ,"['combined', 'in', 'one,', 'whole,', 'entire']"
3267,unus ,"['one,', 'only', 'one,', 'at', 'the', 'same', 'time', '/', 'single,', 'alone']"
3268,urbanus ,"['urban,', 'urbane,', 'pertaining', 'to', 'the', 'city']"
3269,urbs urbis ,['city']
3270,uredo ,"['a', 'plant', 'blight']"
3271,us ,"['foreign,', 'acquired']"
3272,usitas ,"['customary,', 'usual']"
3273,usque ,"['all', 'the', 'way,', 'up', '(to),', 'even', '(to)']"
3274,ustilo ,"['to', 'burn', '(Herimannn,', 'p', '308)']"
3275,ustulo ,"['to', 'burn,', 'scorch,', 'singe']"
3276,usus ,"['use,', 'experience,', 'skill,', 'advantage']"
3277,ut ,"['(+', 'subj)', '(result)', 'so', 'that,', 'that']"
3278,ut ,"['(+', 'subj)', '(purpose)', 'in', 'order', 'that,', 'to,', 'that']"
3279,ut ,"['(+', 'indic)', 'when,', 'as']"
3280,ut ,"['(+', 'subj)', '(command)', 'to,', 'that']"
3281,uter utrius ,"['either', 'of', 'the', 'two']"
3282,uterque ,"['(gen', 'utriusque)', 'both,', 'each', 'side,', 'each', 'party']"
3283,Uticensium ,['Evroul']
3284,utilis ,"['useful,', 'advantageous,', 'helpful']"
3285,utilitas ,"['utility,', 'usefulness']"
3286,utique ,"['at', 'any', 'rate,', 'certainly,', 'at', 'least']"
3287,utor uti usus ,"['to', 'use,', 'employ,', 'possess,', 'enjoy', '/', 'associate', 'with,', 'find']"
3288,utpote ,"['seeing', 'that,', 'inasmuch', 'as']"
3289,utpote ,"['adv', 'namely,', 'seeing', 'that,', 'inasmuch', 'as,', 'since']"
3290,utrimque ,"['from', 'both', 'sides,', 'on', 'both', 'sides']"
3291,utroque ,"['to', 'both', 'sides,', 'in', 'both', 'directions', '/', 'at', 'each', 'point']"
3292,utrum ,['whether']
3293,utrum ... an ,"['whether', 'or']"
3294,uxor ,"['wife,', 'spouse']"
3295,vacuus ,"['empty,', 'devoid', 'of,', 'free', 'from']"
3296,vado ,"['go,', 'hasten,', 'rush']"
3297,vae ,"['(interj),', 'woe,', 'alas,', 'woe', 'to']"
3298,valde ,"['intensely,', 'very', 'much,', 'extremely,', 'greatly']"
